SampleID,Replicate,Acipenser,Anatidae,Anserinae,Aythya,Balaenoptera.physalus,Batrachoseps.attenuatus,Bos.taurus,Brevoortia,Buteo,Cairina.moschata,Capra.hircus,Catharus,Cavia.porcellus,Chanos.chanos,Clupeidae,Columbidae,Corvus,Cyprinus.carpio,Didelphis.virginiana,Engraulis,Felis.catus,Fulica.americana,Gadus.morhua,Gallus.gallus,Junco.hyemalis,Lithobates.catesbeianus,Mephitis.mephitis,Merluccius,Microtus.californicus,Morone.chrysops,Mus.musculus,Neotamias,Numida.meleagris,Oncorhynchus,Oryctolagus.cuniculus,Otospermophilus.beecheyi,Ovis.aries,Passer.domesticus,Passeriformes,Peromyscus,Plestiodon.skiltonianus,Procyon.lotor,Psaltriparus.minimus,Rattus.norvegicus,Rattus.rattus,Salmo.salar,Scapanus.latimanus,Sciurus.carolinensis,Sebastes,Sorex,Sturnus.vulgaris,Sus.scrofa,Sylvilagus.bachmani,Thomomys.bottae,Tilapia,Trochilidae,Turdus.migratorius,Tyto.alba,Zalophus.californianus
S21_1124,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758014634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188277891,0,0.053707475,0,0,0,0,0
S21_1126,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1128,None,0,0,0,0,0,0,0,0.006343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889458955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104197761,0,0,0,0,0,0,0
S21_1130,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158370132,0,0.841629868,0,0,0,0,0
S21_1132,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84445111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134733053,0,0,0,0,0,0,0,0,0,0,0,0.020815837,0,0,0,0,0
S21_1134,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048447056,0,0,0,0,0,0,0,0,0,0,0,0.942199304,0,0,0,0,0
S21_1136,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386249193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613750807,0,0,0,0,0
S21_1138,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950663091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043826458,0,0.005510451,0,0,0,0,0
S21_1142,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321055751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081870812,0,0,0,0,0,0,0,0,0,0.495418699,0,0.101654739,0,0,0,0,0
S21_1144,None,0,0.0240645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447439685,0,0,0,0,0,0,0,0.011386017,0,0,0,0,0,0,0,0,0,0,0,0.497415066,0.019694732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1146,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416454379,0,0,0,0,0,0,0.082236016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157224355,0,0.34408525,0,0,0,0,0
S21_1148,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009045336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990954664,0,0,0,0,0
S21_1150,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159068937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840931063,0,0,0,0,0
S21_1154,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1156,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607444244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366184448,0,0.026371308,0,0,0,0,0
S21_1158,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1160,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535841248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078898498,0,0.385260254,0,0,0,0,0
S21_1162,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669032533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330967467,0,0,0,0,0
S21_1166,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925664594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074335406,0,0,0,0,0
S21_1168,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936721231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063278769,0,0,0,0,0
S21_1170,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966244726,0,0,0,0,0,0,0,0,0,0,0,0.033755274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1172,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988749326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011250674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1174,None,0,0,0,0,0,0,0,0.012376634,0,0.054947986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502427314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430248066,0,0,0,0,0,0,0
S21_1178,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191819336,0,0,0,0,0.015418103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792762561,0,0,0,0,0
S21_1180,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1182,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753361345,0,0,0,0,0,0,0.125303455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121335201,0,0,0,0,0
S21_1184,None,0,0.068622108,0,0,0,0,0,0,0,0.063667443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867710449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_1186,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194034797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034741784,0,0,0,0,0,0.771223419,0,0,0,0,0
S21_1188,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628893443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216598361,0.050614754,0.103893443,0,0,0,0,0
S21_1190,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297282784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702717216,0,0,0,0,0
S21_1192,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272228126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727771874,0,0,0,0,0
S21_1194,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RS20_3767,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893854749,0,0,0.05027933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055865922,0,0,0,0,0
RS20_3787,batch2,0,0,0,0,0,0,0.988696003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011303997,0,0,0,0,0
RS20_3809,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020730503,0,0,0.015794669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942744324,0,0,0,0,0,0,0,0,0,0.020730503,0,0,0,0,0,0,0
RS20_3824,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027423469,0,0,0,0,0,0,0,0.023596939,0,0.933673469,0,0,0,0,0
RS20_3825,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17054846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078136739,0,0,0,0,0,0,0,0,0,0.030803907,0,0.720510894,0,0,0,0,0
RS20_3832,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RS20_3835,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994324631,0,0,0,0,0,0,0.005675369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS20_3838,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666969147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007713249,0,0.325317604,0,0,0,0,0
RS21_0019,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327272727,0,0,0,0,0,0,0
RS21_0054,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RS21_0069,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082802548,0,0,0,0,0,0,0.210191083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707006369,0,0,0,0,0
RS21_0088,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992424242,0,0,0,0,0
RS21_0101,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993288591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0
RS21_0104,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312180479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687819521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS21_0105,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01812956,0,0,0,0,0.012602255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969268185,0,0,0,0,0
RS21_0109,batch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010845384,0.864154616,0,0,0,0,0
RS21_0113,batch2,0,0,0,0,0,0.056466302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109289617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83424408,0,0,0,0,0
S20_3617,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069131833,0,0,0,0.749196141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181672026,0,0,0,0,0
S20_3619,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3620,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3621,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867819014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132180986,0,0,0,0,0
S20_3622,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094878529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905121471,0,0,0,0,0
S20_3623,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062874251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922155689,0,0,0,0,0,0,0,0,0,0,0,0.01497006,0,0,0,0,0
S20_3624,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760942761,0,0,0,0,0,0,0,0.239057239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3625,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016509434,0,0,0.00884434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010023585,0,0,0,0,0,0,0,0,0,0,0,0.964622642,0,0,0,0,0
S20_3627,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036585366,0,0,0,0,0.963414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3628,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S20_3630,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089686099,0,0.022421525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887892377,0,0,0,0,0
S20_3634,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3639,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546798,0,0,0,0,0,0,0,0.150246305,0,0,0,0,0
S20_3741,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063880126,0,0,0,0,0,0,0,0.889589905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046529968,0,0,0,0,0
S20_3745,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348754448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651245552,0,0,0,0,0
S20_3747,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016372796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983627204,0,0,0,0,0,0,0,0,0,0,0
S20_3748,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894655065,0.105344935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3749,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3752,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743975904,0,0,0,0,0,0,0,0,0,0,0.198795181,0,0,0.057228916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3753,None,0,0,0,0,0,0,0,0,0.165591398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477419355,0,0,0,0,0,0,0,0,0,0,0,0,0.337634409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019354839,0,0,0,0,0
S20_3755,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02406015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046616541,0,0,0,0,0,0,0,0,0,0,0.747368421,0,0,0.02556391,0,0,0,0,0,0,0,0.156390977,0,0,0,0,0,0
S20_3756,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970479705,0,0,0,0,0,0,0,0,0,0,0.009225092,0.020295203,0,0,0,0,0
S20_3757,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006381621,0,0,0,0,0,0,0,0.993618379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3758,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20_3759,None,0,0,0,0,0,0,0.006394884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368505196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014388489,0,0.610711431,0,0,0,0,0
S21_0115,None,0,0,0,0,0,0,0.01910828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951494366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01077903,0,0.018618324,0,0,0,0,0
S21_0123,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163211459,0,0,0.82171127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015077271,0,0,0,0,0
S21_0125,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657039711,0,0,0,0,0.031768953,0,0.181949458,0,0,0,0,0.059927798,0,0,0,0.010108303,0,0,0,0,0,0,0,0,0,0,0,0.051263538,0,0.007942238,0,0,0,0,0
S21_0127,None,0,0.173757372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51755125,0,0,0,0,0,0,0,0,0,0,0,0.057357484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251333895,0,0,0,0,0
S21_0129,None,0,0.064516129,0,0,0,0,0.013824885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631336406,0,0,0,0,0,0,0,0,0,0,0,0,0.01843318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271889401,0,0,0,0,0,0,0
S21_0131,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0133,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045252884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003549246,0,0,0,0.95119787,0,0,0,0,0
S21_0137,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005424955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009041591,0,0.985533454,0,0,0,0,0
S21_0139,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95891349,0,0,0,0,0,0,0.04108651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0141,None,0,0.085959885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361031519,0,0,0,0,0.52722063,0,0.017191977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008595989,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0143,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020212293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979787707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0145,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162877608,0,0.035814388,0,0,0,0,0,0,0,0.787605107,0,0,0,0,0.005294301,0.008408595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0149,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521060842,0,0,0,0,0.157566303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138845554,0,0,0,0,0,0,0.182527301,0,0,0,0,0,0,0
S21_0151,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03442029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96557971,0,0,0,0,0
S21_0153,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235457855,0,0,0,0,0,0,0.021126258,0,0,0,0,0,0,0,0,0,0,0.009778032,0,0,0,0,0,0,0,0,0,0.733637856,0,0,0,0,0,0,0
S21_0155,None,0,0.555080629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427822032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017097338,0,0,0,0,0,0,0
S21_0157,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0159,None,0,0,0,0,0,0,0.022974395,0,0,0,0,0,0,0,0,0,0,0,0,0.549631708,0,0,0,0.057348299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017011575,0,0,0,0,0,0,0,0,0,0,0.353034023,0,0,0,0,0,0
S21_0161,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0165,None,0,0.036748768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938522167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024729064,0,0,0,0,0,0,0,0,0,0,0,0,0
S21_0167,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015497553,0,0,0.432300163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552202284,0,0,0,0,0,0,0
S21_0169,None,0,0.015817223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087873462,0,0,0,0,0.551845343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272407733,0,0.072056239,0,0,0,0,0
S21_0171,None,0,0,0,0,0,0,0.007042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193661972,0,0,0,0,0,0,0,0,0,0,0,0.013204225,0,0,0,0.052816901,0,0.338908451,0,0,0,0,0,0,0,0,0,0.394366197,0,0,0,0,0,0,0
S21_0173,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966887417,0,0.033112583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
